CNPJ;RegistroANS;RazaoSocial;Modalidade;UF;Trimestre;Ano;ValorDespesas
66491036000123;408034;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ;Autogestão;SP;Q2;2025;2052948.83
03123146000112;402966;BIO SAÚDE SERVIÇOS MÉDICOS LTDA;Medicina de Grupo;SP;Q1;2025;4778254.29
88732318000108;343684;UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA.;Cooperativa Médica;RS;Q1;2025;13146366.8
37256591000172;358339;UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA;Cooperativa odontológica;GO;Q2;2025;3034540.97
81715716000177;306100;UNIMED REGIONAL DE CAMPO MOURÃO COOP TRAB MEDICO;Cooperativa Médica;PR;Q3;2025;118061681.95
33601568000117;344184;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME;Autogestão;GO;Q2;2025;2351240.59
00642842000147;409405;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA;Autogestão;SP;Q3;2025;2393474.47
52204526000197;346004;UNIODONTO PIRACICABA - COOPERATIVA ODONTOLÓGICA;Cooperativa odontológica;SP;Q1;2025;4283389.41
03702977000149;412295;CAIXA DE ASSISTÊNCIA À SAUDE DOS EMPREGADOS DA CODEVASF - CASEC;Autogestão;DF;Q3;2025;48791665.88
46426569000114;423335;UNITY SERVIÇOS INTEGRADOS DE SAÚDE LTDA.;Medicina de Grupo;DF;Q2;2025;23568362.8
02315431000172;307319;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANCO DO ESTADO DO RIO GRANDE DO SUL;Autogestão;RS;Q2;2025;130213893.63
08787782000162;416525;PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA;Odontologia de Grupo;RJ;Q2;2025;4837330.83
54557861000102;424170;BLUZZ SAÚDE S/A;Medicina de Grupo;ES;Q2;2025;763390.55
72234164000194;352519;UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;Cooperativa Médica;RS;Q2;2025;8253237.64
49481538000154;423645;SAUDIA ASSISTENCIA MÉDICA LTDA;Medicina de Grupo;MG;Q1;2025;252458.74
24807514000111;420786;ASSOCIAÇÃO SANTA CASA CLÍNICAS DE BIRIGUI;Medicina de Grupo;SP;Q3;2025;20435088.44
42465310000121;316849;TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL;Autogestão;RJ;Q1;2025;1680720.58
56727134000163;303267;UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q1;2025;103538271.68
93507895000136;316903;POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA;Medicina de Grupo;RS;Q2;2025;256616.39
25810946000144;309087;UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA;Cooperativa Médica;MG;Q1;2025;16711245.28
63367700000139;359122;CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS;Autogestão;CE;Q3;2025;73888738.05
03533726000188;342084;UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MT;Q1;2025;322176162.17
00304148000110;311359;FUNDAÇÃO DE SAÚDE ITAIGUAPY;Medicina de Grupo;PR;Q3;2025;71061792.08
03627391000167;411809;SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA;Autogestão;RS;Q1;2025;2739619.16
73162760000179;313751;UNIODONTO DE SÃO JOSÉ DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLÓGICO;Cooperativa odontológica;SP;Q1;2025;9347029.92
04201372000137;303976;UNIMED BELÉM COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PA;Q3;2025;1139055607.54
02009924000184;407011;GAMA SAUDE LTDA.;Medicina de Grupo;SP;Q3;2025;2607537.21
58702853000155;334243;UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA;Cooperativa odontológica;SP;Q1;2025;1552783.22
29780384000194;342955;HSMED SAUDE LTDA;Medicina de Grupo;RJ;Q1;2025;935937.41
00552181000169;328308;UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO;Cooperativa Médica;SP;Q1;2025;9871010.1
56762172000157;365530;UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q3;2025;35182259.23
36567721000125;422398;SAMI ASSISTÊNCIA MÉDICA LTDA;Medicina de Grupo;SP;Q2;2025;45361007.56
44673382000190;359661;OMINT SERVIÇOS DE SAÚDE S.A.;Medicina de Grupo;SP;Q1;2025;555479030.68
25335803000128;322326;ASSOCIAÇÃO BENEFICENTE CATÓLICA;Filantropia;MG;Q3;2025;8237804.91
69015113000167;347604;UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA;Cooperativa odontológica;SP;Q1;2025;2027886.48
81710543000102;336858;UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;PR;Q3;2025;72329783.97
01445199000124;385255;UNIHOSP SAÚDE LTDA;Medicina de Grupo;SP;Q2;2025;76470383.97
42785902000120;423564;INFINITY SAÚDE SUPLEMENTAR LTDA;Medicina de Grupo;MT;Q1;2025;182561.22
45232246000127;351202;UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q2;2025;398218212.97
04574626000162;421341;CAIXA DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES PÚBLICOS DO ESTADO DO MATO GROSSO DO SUL;Autogestão;MS;Q1;2025;22284895.52
16513178000176;343889;UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;Q3;2025;4280319036.36
37382009000114;363855;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO;Autogestão;GO;Q1;2025;23347197.14
00841848000143;423203;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE APAS;Autogestão;SP;Q1;2025;1695054.63
57149775000140;353027;UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q2;2025;34321821.64
28974020000182;360414;UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA;Cooperativa Médica;RJ;Q3;2025;47523235.92
01052203000194;347825;CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO DE JANEIRO;Autogestão;RJ;Q1;2025;2540263.96
04234059000103;413267;PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.;Medicina de Grupo;SP;Q1;2025;818489.09
15594468000129;343463;PLAMED PLANO DE ASSISTENCIA MEDICA LTDA;Medicina de Grupo;SE;Q1;2025;17891827.33
53249803000140;423912;ASSISTÊNCIA MÉDICA 12 DE OUTUBRO LTDA;Medicina de Grupo;SP;Q3;2025;392745.75
60975174000100;314218;ASSOCIAÇÃO DE BENEFICÊNCIA E FILANTROPIA SÃO CRISTOVÃO;Filantropia;SP;Q1;2025;169576703.73
24294787000100;343153;UNIMED SOUSA - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PB;Q2;2025;6327361.75
20961779000119;419958;ASSOCIAÇÃO PLANO DE SAÚDE SANTA CASA DE VALINHOS;Medicina de Grupo;SP;Q1;2025;7583405.57
83937631000169;327557;CAIXA ASSISTENCIAL E BENEFICENTE DOS FUNCIONÁRIOS DA ACARESC;Autogestão;SC;Q3;2025;79020326.76
85246916000189;318213;COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO;Cooperativa Médica;SC;Q1;2025;9578642.82
00299149000113;306754;ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ESTADO DE GOIÁS;Autogestão;GO;Q1;2025;9584541.37
52852100000140;333808;IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO;Filantropia;SP;Q2;2025;28263780.19
60961422000155;420077;SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO;Autogestão;SP;Q1;2025;68954286.56
03638220000133;411582;PLANO DE SAUDE ASES LTDA.;Medicina de Grupo;RJ;Q3;2025;43380301.26
02156150000114;322890;DENTALPAR ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA.;Odontologia de Grupo;SP;Q1;2025;1184197.53
66343534000129;314587;UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;Q2;2025;21543354.74
76590884000143;355691;UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD.;Cooperativa Médica;SC;Q1;2025;142581327.02
87638334000173;357022;UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.;Cooperativa Médica;RS;Q2;2025;42811766.22
17143876000190;304531;AME-ASSISTÊNCIA MÉDICA A EMPRESAS LTDA;Medicina de Grupo;MG;Q1;2025;2403405.88
96396395000162;361593;UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO;Cooperativa odontológica;SP;Q2;2025;5917346.12
40246859000108;422754;ODILE SERVIÇOS DE SAÚDE LTDA.;Medicina de Grupo;SP;Q3;2025;548509.12
03548273000163;411868;MEDIC GLOBAL PLANOS DE SAÚDE LTDA.;Medicina de Grupo;MG;Q3;2025;6868971.96
00826676000139;373109;UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA;Cooperativa odontológica;SP;Q3;2025;3123590.18
03033006000153;417548;CAIXA DE ASSISTÊNCIA OSWALDO CRUZ;Autogestão;RJ;Q1;2025;43585275.35
92128610000193;335541;UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;Cooperativa Médica;RS;Q3;2025;45585846.42
04503249000170;388092;ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM;Autogestão;AM;Q2;2025;5542158.64
19962272000109;419419;BRASILDENTAL OPERADORA DE PLANOS ODONTOLÓGICOS S.A.;Odontologia de Grupo;SP;Q3;2025;28396277.67
62638374000194;303623;CENTRO TRASMONTANO DE SAO PAULO;Medicina de Grupo;SP;Q2;2025;397267913.01
51262335000119;415944;CLÍNICA SÃO GABRIEL S/S LTDA;Medicina de Grupo;SP;Q3;2025;117684.33
02569472000195;415910;CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA;Medicina de Grupo;SP;Q1;2025;621218.84
27578434000120;357391;UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;ES;Q3;2025;1459999048.2
92911056000116;382639;ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC;Autogestão;RS;Q2;2025;1060725.2
27626696000112;323357;UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA.;Cooperativa Médica;RJ;Q1;2025;15769796.59
02903477000102;330892;ASSOCIAÇÃO SAÚDE CONCEIÇÃO;Medicina de Grupo;SC;Q3;2025;16823210.52
39427632000171;422631;ASSOCIAÇÃO PETROBRAS DE SAÚDE - APS;Autogestão;RJ;Q2;2025;43188352.46
31787625000179;330809;FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST;Autogestão;ES;Q2;2025;48511071.58
77781706000162;349712;UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;PR;Q1;2025;78313550.58
12923462000160;361569;UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA;Cooperativa odontológica;PB;Q3;2025;10568814.3
42940528000190;304344;UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA.;Cooperativa Médica;MG;Q3;2025;68108512.32
04439627000102;000515;ALLIANZ SAÚDE S/A;Seguradora Especializada em Saúde;SP;Q3;2025;14906323.44
26150979000178;323942;FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO;Filantropia;MG;Q3;2025;29396832.57
10456692000130;417131;QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA;Odontologia de Grupo;BA;Q3;2025;1741035.88
42043067000153;346209;UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;BA;Q1;2025;30302387
03268622000193;406805;COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA.;Medicina de Grupo;RS;Q1;2025;5137807.63
45425899000122;304883;UNIMED DE BOTUCATU COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q1;2025;59072644.98
20119509000165;378216;FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL;Autogestão;MG;Q1;2025;15362307.3
06145428000109;415081;PORTO DIAS SAUDE LTDA.;Medicina de Grupo;PA;Q2;2025;1214887.52
04002216000147;412252;SV SAUDE ADMINSTRADORES DE PLANO DE SAUDE LTDA;Medicina de Grupo;RJ;Q1;2025;5821498.98
30505523000150;365645;DONA SAÚDE CLINICAS LTDA;Medicina de Grupo;SP;Q3;2025;4147627.69
20946877000187;325465;AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA;Medicina de Grupo;MG;Q1;2025;8838786.07
00636975000100;319180;SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA;Medicina de Grupo;SP;Q2;2025;27088291.44
02812468000106;339679;UNIMED NACIONAL - COOPERATIVA CENTRAL;Cooperativa Médica;SP;Q3;2025;4879495499.11
00262338000111;311944;UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q3;2025;24707811.03
29135795000127;335479;UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.;Cooperativa Médica;RJ;Q1;2025;98634264.65
02858169000102;305928;NOSAMED ASSISTÊNCIA MÉDICA LTDA.;Medicina de Grupo;SP;Q3;2025;5430331.87
33379144000150;421944;ÚNICA ASSISTENCIA MEDICA LTDA;Medicina de Grupo;SP;Q3;2025;40651897.45
20946877000187;325465;AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA;Medicina de Grupo;MG;Q3;2025;26819849.93
29754208000188;424048;VALE PLANOS DE SAÚDE LTDA;Medicina de Grupo;PE;Q2;2025;2202235.11
62511019000150;344800;ALVORECER - ASSOCIAÇÃO DE SOCORROS MÚTUOS;Medicina de Grupo;SP;Q2;2025;154330703.92
89870547000151;311375;UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;Cooperativa Médica;RS;Q3;2025;160989041.33
16608812000154;413721;SOCIEDADE BENEFICENTE DEZOITO DE JULHO;Medicina de Grupo;MG;Q1;2025;7471200.33
40187311000126;422681;GOCARE PLANOS DE SAUDE LTDA;Medicina de Grupo;SP;Q2;2025;42864445.5
27085968000114;418820;CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO;Autogestão;RJ;Q2;2025;22459290.15
78304672000188;414026;CAIXA BENEFICENTE DOS FUNCIONÁRIOS DO GRUPO IGUAÇU;Autogestão;PR;Q3;2025;4963282.52
28633372000174;421154;SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.;Medicina de Grupo;SP;Q1;2025;10975343.38
42043067000153;346209;UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;BA;Q3;2025;86736471.66
49955478000164;423629;AURORA SAÚDE LTDA;Medicina de Grupo;MG;Q1;2025;3307898.92
15713057000105;420000;ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE MISERICÓRDIA DE ITABUNA - PLANSUL;Medicina de Grupo;BA;Q2;2025;31779237.77
00381694000154;372561;UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SC;Q3;2025;61585604.35
92693118000160;005711;BRADESCO SAÚDE S.A.;Seguradora Especializada em Saúde;RJ;Q2;2025;15580421309.02
87607149000111;319384;UNIMED PLANALTO MÉDIO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;Cooperativa Médica;RS;Q3;2025;124976371.79
11076382000153;418137;UNIX SAÚDE S.A;Medicina de Grupo;BA;Q1;2025;6156864.69
01867792000169;304441;NACIONAL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.;Odontologia de Grupo;PE;Q1;2025;4103796.56
14674151000130;419079;BIORAL SISTEMA ODONTOLÓGICO LTDA.;Odontologia de Grupo;SP;Q2;2025;27551.21
77781706000162;349712;UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;PR;Q3;2025;254777293.13
44803922000102;315729;UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS;Cooperativa Médica;SP;Q2;2025;313049009.75
87827689000100;325571;UNIMED SERRA GAUCHA/RS COOPERATIVA DE ASSISTENCIA A SAUDE LTDA;Cooperativa Médica;RS;Q1;2025;238177897.83
28023703000154;407534;ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA;Medicina de Grupo;RJ;Q1;2025;478448.91
28714533000154;344397;UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;RJ;Q3;2025;274945565.74
40960189000189;324523;UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO;Cooperativa Médica;PB;Q2;2025;2616.66
78339439000130;312720;UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS;Cooperativa Médica;PR;Q1;2025;156380661.87
75054940000162;355151;FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;Autogestão;PR;Q2;2025;169140759.33
49955478000164;423629;AURORA SAÚDE LTDA;Medicina de Grupo;MG;Q3;2025;13396673.71
72120124000111;305421;UNIODONTO RS FEDERACAO DAS UNIODONTOS DO RGS LTDA;Cooperativa odontológica;RS;Q3;2025;2674955.91
80871551000160;370681;UNIMED PATO BRANCO SOCIEDADE COOPERATIVA DE MÉDICOS;Cooperativa Médica;PR;Q1;2025;43849936.43
45568546000181;423262;ALMA ODONTO OPERADORA DE PLANOS ODONTOLOGICOS LTDA;Odontologia de Grupo;SP;Q3;2025;197306.18
66453168000160;327352;UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;Q3;2025;21903269.05
25250820000162;319121;UNIMED DIVINOPOLIS - COOPERATIVA DE TRABALHO MEDICO LTDA;Cooperativa Médica;MG;Q2;2025;283035736.05
05011316000100;414352;HBC SAÚDE LTDA.;Medicina de Grupo;SP;Q2;2025;66826703.71
11973134000105;417815;SUL AMÉRICA ODONTOLÓGICO S/A;Odontologia de Grupo;SP;Q3;2025;49586350.2
73565319000138;409634;ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA;Medicina de Grupo;PR;Q2;2025;4541562.43
20168589000149;301728;PRONTOMED PLANOS DE SAÚDE LTDA;Medicina de Grupo;MG;Q1;2025;13746674.5
00571628000147;314366;DENTAL PLUS CONVÊNIO ODONTOLÓGICO LTDA.;Odontologia de Grupo;SP;Q2;2025;1684838.61
76767219000182;371254;UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO;Cooperativa Médica;PR;Q1;2025;189073136.2
01143922000110;350346;UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MT;Q2;2025;10279336.42
30460075000116;418650;MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO;Autogestão;RJ;Q3;2025;120503553.87
33719485000127;346659;CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL;Autogestão;DF;Q2;2025;3836944482.05
69612158000119;313475;UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PI;Q2;2025;6745471.91
28714533000154;344397;UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;RJ;Q1;2025;90339321.23
21839519000138;345709;UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MÉDICO LTDA;Cooperativa Médica;MG;Q2;2025;61072346.01
45050963000138;423181;BEMSTAR ASSISTENCIA MEDICA LTDA;Medicina de Grupo;BA;Q3;2025;205684.38
42182170000184;324361;CAIXA DE ASSISTÊNCIA À SAÚDE - CABERJ;Medicina de Grupo;RJ;Q2;2025;123819747.83
41781949000153;316148;UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS;Cooperativa Médica;MG;Q3;2025;83794074.05
45568546000181;423262;ALMA ODONTO OPERADORA DE PLANOS ODONTOLOGICOS LTDA;Odontologia de Grupo;SP;Q1;2025;129517.18
44456036000150;369659;UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q3;2025;397428664.8
27113113000150;420981;S1 OPERADORA DE PLANO DE SAÚDE LTDA;Medicina de Grupo;DF;Q2;2025;3395318.81
05657234000120;337374;UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA;Cooperativa Médica;RO;Q2;2025;139606377.69
45171402000197;363286;UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q1;2025;11542431.38
16415598000110;350371;UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA;Cooperativa Médica;BA;Q2;2025;120096501.75
62635990000191;317632;ASSOCIACAO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DE SAO PAULO;Autogestão;SP;Q2;2025;165782544
02862447000103;372609;NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA.;Medicina de Grupo;PR;Q2;2025;116823323.02
27626696000112;323357;UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA.;Cooperativa Médica;RJ;Q3;2025;53476382.58
42939207000176;367613;UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;Q3;2025;7269409.53
48717516000188;385620;UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q3;2025;33809968.08
87827689000100;325571;UNIMED SERRA GAUCHA/RS COOPERATIVA DE ASSISTENCIA A SAUDE LTDA;Cooperativa Médica;RS;Q3;2025;789562113.14
42425561000182;340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA;Medicina de Grupo;RJ;Q3;2025;2499403.42
42946061000196;354996;UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;MG;Q3;2025;24689552.66
02618303000106;370592;FUNASA SAÚDE;Medicina de Grupo;PB;Q2;2025;8333682.65
69015113000167;347604;UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA;Cooperativa odontológica;SP;Q3;2025;6933909.5
28974020000182;360414;UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA;Cooperativa Médica;RJ;Q1;2025;15225102.2
12585261000108;307751;FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV;Autogestão;PE;Q1;2025;26734013.09
29135795000127;335479;UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.;Cooperativa Médica;RJ;Q3;2025;301736996.64
28633372000174;421154;SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.;Medicina de Grupo;SP;Q3;2025;40517696.7
00885918000165;416398;HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA;Medicina de Grupo;PI;Q2;2025;33487985.95
13026081000140;418129;FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO;Autogestão;MS;Q2;2025;3325647.23
00580481000151;329665;FUNDACAO CAPITAL PREVIDENCIA E SAUDE - CAPITAL PREV;Autogestão;ES;Q3;2025;25494375.89
89870547000151;311375;UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;Cooperativa Médica;RS;Q1;2025;50162582.39
10767219000174;417106;PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME;Odontologia de Grupo;BA;Q1;2025;571094.06
66191263000133;352314;UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.;Cooperativa Médica;MG;Q2;2025;42490140.73
26368613000170;347736;UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA;Cooperativa Médica;MG;Q2;2025;18386511
11867361000156;418919;ASSOCIAÇÃO SAÚDE SÃO JOSÉ;Medicina de Grupo;SC;Q2;2025;23324463.11
39419809000198;331988;PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE;Autogestão;RJ;Q3;2025;354556305.35
09306242000182;330281;ASSOCIAÇÃO DOS AUDITORES FISCAIS DO ESTADO DA PARAÍBA - AFRAFEP;Autogestão;PB;Q2;2025;23581922.7
13360276000122;337668;UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SE;Q1;2025;140377218.56
28023703000154;407534;ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA;Medicina de Grupo;RJ;Q3;2025;2049742.37
59007799000190;360783;ASSOCIACAO DE SAUDE HOLAMBRA;Medicina de Grupo;SP;Q2;2025;6135987.2
64924095000112;303739;SERMED-SAÚDE LTDA.;Medicina de Grupo;SP;Q3;2025;157841647.66
66872888000160;336106;UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q2;2025;171855305.63
49320799000192;342611;ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL;Autogestão;SP;Q2;2025;58774072.53
22263081000155;314706;HOSPITAL CESAR LEITE;Filantropia;MG;Q3;2025;9599511.65
31466949000105;335614;SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A;Medicina de Grupo;ES;Q2;2025;737351163.02
03098226000165;403962;SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA;Medicina de Grupo;PE;Q3;2025;46627267.3
29780384000194;342955;HSMED SAUDE LTDA;Medicina de Grupo;RJ;Q3;2025;3054185.52
51628360000173;417475;PRONTO SOCORRO CONDE DE MOREIRA LIMA;Medicina de Grupo;SP;Q2;2025;4558960.5
02849393000138;366561;BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA.;Medicina de Grupo;SP;Q3;2025;230817392.01
00665690000106;408026;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA;Autogestão;SP;Q3;2025;4135114.55
10456692000130;417131;QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA;Odontologia de Grupo;BA;Q1;2025;389613.02
04487255000181;000701;UNIMED SEGUROS SAÚDE S/A;Seguradora Especializada em Saúde;SP;Q2;2025;2551076194.89
26629238000174;312347;UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO.;Cooperativa Médica;GO;Q1;2025;36898177.25
59762062000183;414212;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS);Autogestão;SP;Q2;2025;12261047.37
